79.287875 49.025739 40.193196 121.642578 160.586651 
77.564960 38.830851 42.303130 123.245931 148.553568 
82.345678 35.473774 48.439214 117.097927 164.889672 
76.383248 45.221458 43.816190 126.131558 152.155443 
72.739501 45.335702 32.269758 122.633153 157.520727 
81.556746 32.095837 39.703121 127.101825 151.137626 
75.261044 47.472431 39.991565 123.829359 169.294575 
84.003270 48.180588 41.348426 125.406140 157.452005 
82.518691 50.164413 49.232875 130.298819 152.423207 
86.400037 39.975942 47.504786 128.222958 163.814211 
86.702689 37.016000 42.264050 130.208930 159.982625 
93.787447 31.090068 40.083809 132.030146 153.011940 
83.166955 42.637077 48.735967 128.308634 166.223778 
79.900699 44.336634 47.447926 134.400686 146.780422 
86.100742 39.392228 54.136899 145.776544 161.155048 
93.727528 50.137065 48.622440 129.000749 155.932357 
90.140696 40.164948 40.391649 121.596310 153.438859 
78.471221 32.547389 51.774516 132.425138 152.091267 
86.500672 53.821932 46.213971 129.964420 158.082407 
78.776747 48.086899 44.374640 135.301870 161.816413 
68.319847 36.511563 59.887437 137.531747 155.356257 
78.475668 52.112947 38.921089 129.527875 149.713559 
81.519686 38.319991 55.627607 132.461096 156.965612 
71.990465 46.297495 48.910655 128.239356 148.576446 
85.278419 44.402365 47.208431 139.883618 152.557296 
77.834222 36.727949 44.012179 142.382548 146.983277 
78.842164 52.992934 51.230315 136.957409 148.899584 
83.420540 38.626035 42.174602 145.342364 155.249472 
85.953263 43.204166 46.729158 139.069241 147.596840 
69.008800 38.864500 50.216411 134.265340 157.347857 
88.617160 34.119061 51.127197 141.556746 148.827478 
76.413637 53.352760 47.246098 131.895946 143.405154 
78.229861 43.125035 46.272994 150.920155 141.894350 
78.074843 47.505344 42.579969 143.311357 142.019722 
75.167446 36.713730 45.081787 141.161733 135.494972 
74.458641 37.280777 50.931421 142.397446 131.976449 
1.994780 -9.638370 5.727153 -14.006569 14.363735 
79.851222 50.562421 48.781896 142.124979 146.106728 
71.503562 34.681677 45.773762 150.802111 137.583138 
