2	1	1	4.9352
3	1	1	0.37984
4	1	1	-1.3496
7	1	1	1.1435
8	1	1	-1.3275
9	1	1	1.5244
10	1	1	0.96789
11	1	1	1.6124
14	1	1	-2.9324
16	1	1	3.4409
17	1	1	-4.5643
18	1	1	4.1636
19	1	1	-0.42919
2	3	1	-5.5002
3	3	1	-0.42332
4	3	1	1.5041
7	3	1	-1.2745
8	3	1	1.4795
9	3	1	-1.6989
10	3	1	-1.0787
11	3	1	-1.797
14	3	1	3.2681
16	3	1	-3.8348
17	3	1	5.0868
18	3	1	-4.6403
19	3	1	0.47832
2	4	1	-3.0471
3	4	1	-0.23452
4	4	1	0.83326
7	4	1	-0.70606
8	4	1	0.81966
9	4	1	-0.9412
10	4	1	-0.59761
11	4	1	-0.99557
14	4	1	1.8106
16	4	1	-2.1245
17	4	1	2.8181
18	4	1	-2.5707
19	4	1	0.26499
2	5	1	7.8806
3	5	1	0.60653
4	5	1	-2.155
7	5	1	1.826
8	5	1	-2.1198
9	5	1	2.4341
10	5	1	1.5455
11	5	1	2.5747
14	5	1	-4.6825
16	5	1	5.4945
17	5	1	-7.2883
18	5	1	6.6485
19	5	1	-0.68533
2	6	1	2.9314
3	6	1	0.22562
4	6	1	-0.80162
7	6	1	0.67925
8	6	1	-0.78854
9	6	1	0.90546
10	6	1	0.57491
11	6	1	0.95776
14	6	1	-1.7418
16	6	1	2.0439
17	6	1	-2.7111
18	6	1	2.4731
19	6	1	-0.25493
2	8	1	7.1705
3	8	1	0.55188
4	8	1	-1.9608
7	8	1	1.6615
8	8	1	-1.9288
9	8	1	2.2148
10	8	1	1.4063
11	8	1	2.3427
14	8	1	-4.2606
16	8	1	4.9994
17	8	1	-6.6316
18	8	1	6.0494
19	8	1	-0.62358
2	9	1	-6.954
3	9	1	-0.53521
4	9	1	1.9016
7	9	1	-1.6113
8	9	1	1.8706
9	9	1	-2.1479
10	9	1	-1.3638
11	9	1	-2.272
14	9	1	4.1319
16	9	1	-4.8484
17	9	1	6.4314
18	9	1	-5.8667
19	9	1	0.60475
2	12	1	-11.182
3	12	1	-0.86063
4	12	1	3.0578
7	12	1	-2.591
8	12	1	3.0079
9	12	1	-3.4539
10	12	1	-2.193
11	12	1	-3.6534
14	12	1	6.6442
16	12	1	-7.7964
17	12	1	10.342
18	12	1	-9.4339
19	12	1	0.97245
1	1	2	-0.39797
2	1	2	-0.33135
3	1	2	0.16985
4	1	2	-0.022579
7	1	2	0.20004
8	1	2	0.34738
9	1	2	-0.10235
10	1	2	-0.064985
11	1	2	-0.10826
12	1	2	-0.10526
14	1	2	0.19688
16	1	2	-0.64098
17	1	2	0.30645
18	1	2	0.24025
19	1	2	0.11228
20	1	2	-0.14519
1	2	2	-0.39909
3	2	2	0.19591
4	2	2	-0.11351
7	2	2	0.2776
8	2	2	0.25897
12	2	2	-0.10556
16	2	2	-0.41111
18	2	2	0.52126
19	2	2	0.083695
20	2	2	-0.1456
2	3	2	0.36929
3	3	2	0.028422
4	3	2	-0.10098
7	3	2	0.085568
8	3	2	-0.099336
9	3	2	0.11407
10	3	2	0.072425
11	3	2	0.12065
14	3	2	-0.21942
16	3	2	0.25747
17	3	2	-0.34153
18	3	2	0.31155
19	3	2	-0.032115
1	4	2	-0.14304
2	4	2	0.20459
3	4	2	0.085962
4	4	2	-0.096629
7	4	2	0.1469
8	4	2	0.037787
9	4	2	0.063193
10	4	2	0.040124
11	4	2	0.066843
12	4	2	-0.037835
14	4	2	-0.12156
16	4	2	-0.0047032
17	4	2	-0.18921
18	4	2	0.35943
19	4	2	0.012206
20	4	2	-0.052186
2	5	2	-0.52911
3	5	2	-0.040723
4	5	2	0.14469
7	5	2	-0.1226
8	5	2	0.14233
9	5	2	-0.16343
10	5	2	-0.10377
11	5	2	-0.17287
14	5	2	0.31439
16	5	2	-0.3689
17	5	2	0.48935
18	5	2	-0.44639
19	5	2	0.046014
2	6	2	-0.19682
3	6	2	-0.015148
4	6	2	0.053821
7	6	2	-0.045605
8	6	2	0.052943
9	6	2	-0.060793
10	6	2	-0.0386
11	6	2	-0.064305
14	6	2	0.11695
16	6	2	-0.13723
17	6	2	0.18203
18	6	2	-0.16605
19	6	2	0.017116
1	7	2	0.18699
3	7	2	-0.091788
4	7	2	0.053182
7	7	2	-0.13006
8	7	2	-0.12134
12	7	2	0.049458
16	7	2	0.19261
18	7	2	-0.24423
19	7	2	-0.039214
20	7	2	0.068219
2	8	2	-0.48143
3	8	2	-0.037054
4	8	2	0.13165
7	8	2	-0.11155
8	8	2	0.1295
9	8	2	-0.1487
10	8	2	-0.094419
11	8	2	-0.15729
14	8	2	0.28606
16	8	2	-0.33566
17	8	2	0.44525
18	8	2	-0.40616
19	8	2	0.041868
1	9	2	0.40257
2	9	2	0.4669
3	9	2	-0.16168
4	9	2	-0.013177
7	9	2	-0.17184
8	9	2	-0.38682
9	9	2	0.14421
10	9	2	0.091568
11	9	2	0.15254
12	9	2	0.10648
14	9	2	-0.27742
16	9	2	0.74022
17	9	2	-0.43181
18	9	2	-0.13191
19	9	2	-0.12503
20	9	2	0.14687
1	10	2	-0.1044
3	10	2	0.051247
4	10	2	-0.029693
7	10	2	0.072617
8	10	2	0.067744
12	10	2	-0.027614
16	10	2	-0.10754
18	10	2	0.13636
19	10	2	0.021894
20	10	2	-0.038088
1	12	2	-0.20159
2	12	2	0.75078
3	12	2	0.15674
4	12	2	-0.26264
7	12	2	0.31419
8	12	2	-0.071139
9	12	2	0.2319
10	12	2	0.14724
11	12	2	0.2453
12	12	2	-0.053322
14	12	2	-0.4461
16	12	2	0.31579
17	12	2	-0.69436
18	12	2	0.8967
19	12	2	-0.023014
20	12	2	-0.073548
1	13	2	0.69041
3	13	2	-0.3389
4	13	2	0.19636
7	13	2	-0.48023
8	13	2	-0.44801
12	13	2	0.18261
16	13	2	0.71119
18	13	2	-0.90175
19	13	2	-0.14479
20	13	2	0.25188
1	14	2	-0.41676
3	14	2	0.20458
4	14	2	-0.11853
7	14	2	0.28989
8	14	2	0.27044
12	14	2	-0.11023
16	14	2	-0.4293
18	14	2	0.54433
19	14	2	0.0874
20	14	2	-0.15205
2	1	3	0.69693
3	1	3	0.053639
4	1	3	-0.19058
7	1	3	0.16149
8	1	3	-0.18747
9	1	3	0.21527
10	1	3	0.13668
11	1	3	0.2277
14	1	3	-0.41411
16	1	3	0.48591
17	1	3	-0.64456
18	1	3	0.58797
19	1	3	-0.060609
2	3	3	-0.77672
3	3	3	-0.05978
4	3	3	0.2124
7	3	3	-0.17997
8	3	3	0.20893
9	3	3	-0.23991
10	3	3	-0.15233
11	3	3	-0.25377
14	3	3	0.46151
16	3	3	-0.54154
17	3	3	0.71835
18	3	3	-0.65528
19	3	3	0.067548
2	4	3	-0.43031
3	4	3	-0.033119
4	4	3	0.11767
7	4	3	-0.099707
8	4	3	0.11575
9	4	3	-0.13291
10	4	3	-0.084392
11	4	3	-0.14059
14	4	3	0.25568
16	4	3	-0.30002
17	4	3	0.39797
18	4	3	-0.36303
19	4	3	0.037422
2	5	3	1.1129
3	5	3	0.085652
4	5	3	-0.30432
7	5	3	0.25786
8	5	3	-0.29936
9	5	3	0.34374
