-0.308567 -0.231426 -0.385709 -0.308567 
0.230960 0.346441 0.254056 0.300249 
-0.958543 -0.718907 -1.198179 -0.958543 
0.143388 0.107541 0.179235 0.143388 
1.034577 1.551866 1.138035 1.344950 
-0.726454 -1.089681 -0.799099 -0.944390 
0.201540 0.302310 0.221694 0.262002 
0.987717 0.658478 0.790173 0.724326 
2.773856 2.080392 3.467320 2.773856 
-0.813353 -0.542235 -0.650682 -0.596459 
0.256574 0.171049 0.205259 0.188154 
-0.217082 -0.144721 -0.173665 -0.159193 
0.085888 0.064416 0.107360 0.085888 
-0.619007 -0.928510 -0.680908 -0.804709 
1.721725 2.582587 1.893897 2.238242 
-0.063908 -0.042605 -0.051126 -0.046866 
-2.074115 -1.555586 -2.592644 -2.074115 
2.689320 2.016990 3.361650 2.689320 
-1.398383 -0.932255 -1.118706 -1.025481 
1.449928 1.087446 1.812410 1.449928 
1.137923 1.706884 1.251715 1.479300 
0.754134 0.502756 0.603307 0.553031 
-0.125604 -0.188407 -0.138165 -0.163286 
1.077752 0.718501 0.862202 0.790351 
0.458492 0.687737 0.504341 0.596039 
-1.702655 -1.276991 -2.128318 -1.702655 
-0.004122 -0.003091 -0.005152 -0.004122 
0.562761 0.422070 0.703451 0.562761 
-0.985600 -0.739200 -1.232000 -0.985600 
0.190530 0.285796 0.209583 0.247689 
0.941185 0.705889 1.176482 0.941185 
0.153047 0.114785 0.191309 0.153047 
0.874948 1.312422 0.962443 1.137433 
1.562708 1.041806 1.250167 1.145986 
-1.852997 -2.779495 -2.038296 -2.408896 
-0.994720 -0.746040 -1.243400 -0.994720 
0.252600 0.168400 0.202080 0.185240 
-0.459678 -0.306452 -0.367743 -0.337097 
-0.146609 -0.219913 -0.161269 -0.190591 
0.175329 0.262994 0.192862 0.227928 
-1.036983 -0.691322 -0.829586 -0.760454 
-0.462850 -0.308567 -0.370280 -0.339423 
-0.643849 -0.482886 -0.804811 -0.643849 
0.413377 0.310032 0.516721 0.413377 
0.905365 0.679024 1.131706 0.905365 
-0.509194 -0.339463 -0.407355 -0.373409 
-0.303959 -0.455939 -0.334355 -0.395147 
0.822340 0.616755 1.027925 0.822340 
-0.454380 -0.681570 -0.499818 -0.590694 
-0.645535 -0.484151 -0.806919 -0.645535 
-0.185609 -0.278413 -0.204170 -0.241291 
2.898290 4.347435 3.188119 3.767777 
2.750827 2.063120 3.438534 2.750827 
0.062382 0.041588 0.049906 0.045747 
0.764772 0.509848 0.611818 0.560833 
0.885965 1.328948 0.974562 1.151755 
1.662076 1.246557 2.077595 1.662076 
-5.154191 -7.731286 -5.669610 -6.700448 
-0.621099 -0.931648 -0.683208 -0.807428 
-0.454286 -0.302857 -0.363429 -0.333143 
0.724781 0.483187 0.579825 0.531506 
0.076860 0.057645 0.096075 0.076860 
0.772608 1.158911 0.849868 1.004390 
1.743810 2.615714 1.918190 2.266952 
-0.287026 -0.215270 -0.358783 -0.287026 
-0.258943 -0.388415 -0.284837 -0.336626 
0.636081 0.954122 0.699690 0.826906 
-1.172677 -0.879508 -1.465847 -1.172677 
-2.536870 -1.902653 -3.171088 -2.536870 
0.439405 0.659108 0.483346 0.571227 
-0.261743 -0.196308 -0.327179 -0.261743 
1.302452 0.976839 1.628064 1.302452 
-1.432081 -0.954720 -1.145665 -1.050193 
-0.378269 -0.252179 -0.302615 -0.277397 
2.047982 1.365321 1.638386 1.501854 
0.217410 0.144940 0.173928 0.159434 
1.198037 0.798691 0.958429 0.878560 
0.004679 0.003119 0.003743 0.003431 
-0.289640 -0.217230 -0.362050 -0.289640 
-0.901794 -0.601196 -0.721435 -0.661315 
-0.285997 -0.428996 -0.314597 -0.371796 
2.182419 1.454946 1.745935 1.600441 
2.189220 1.641915 2.736526 2.189220 
1.503231 2.254847 1.653555 1.954201 
0.264368 0.176246 0.211495 0.193870 
-0.647978 -0.485983 -0.809972 -0.647978 
0.634408 0.475806 0.793010 0.634408 
0.134840 0.101130 0.168550 0.134840 
-0.355046 -0.266284 -0.443807 -0.355046 
-0.498900 -0.332600 -0.399120 -0.365860 
0.762477 1.143715 0.838724 0.991220 
-0.229928 -0.153285 -0.183942 -0.168614 
0.221202 0.165901 0.276502 0.221202 
-0.761949 -0.571462 -0.952436 -0.761949 
0.367784 0.275838 0.459730 0.367784 
-0.052652 -0.035101 -0.042122 -0.038611 
0.156794 0.235191 0.172473 0.203832 
-1.323698 -0.992773 -1.654622 -1.323698 
0.972623 0.729467 1.215779 0.972623 
-0.106534 -0.159801 -0.117187 -0.138494 
