-76888197 39131646
-76888400 39131300
-76888700 39130700
-76889000 39131700
-76891306 39129453
-76891600 39129281
-76899000 39121300
-76903800 39113400
-76904300 39112400
-76904900 39112600
-76905713 39116218
-76909400 39103300
-76910700 39109800
-76911000 39105200
-76913900 39104200
-76913935 39121674
-76914600 39096200
-76915300 39106200
-76915400 39095900
-76915400 39104200
-76915961 39121510
-76916100 39116600
-76916300 39129000
-76917154 39100825
-76917597 39099307
-76917746 39100633
-76917765 39098719
-76917788 39098649
-76918184 39097346
-76918192 39121413
-76918485 39124051
-76918800 39132100
-76918943 39102428
-76919000 39106000
-76919300 39131600
-76919422 39095373
-76919438 39102015
-76919458 39099197
-76919649 39096304
-76919800 39121600
-76919932 39103365
-76919969 39095852
-76919975 39096473
-76920043 39097358
-76920200 39088200
-76920386 39096260
-76920494 39094247
-76920500 39092100
-76920675 39102698
-76920721 39095623
-76920979 39095952
-76921009 39097444
-76921083 39107277
-76921100 39129000
-76921520 39101924
-76921535 39103404
-76921602 39101445
-76921665 39099678
-76921784 39094999
-76921900 39086100
-76921900 39090500
-76922031 39102513
-76922035 39101581
-76922082 39094143
-76922100 39107900
-76922163 39100414
-76922207 39102716
-76922287 39093543
-76922316 39095024
-76922422 39095997
-76922429 39100807
-76922452 39094722
-76922452 39105775
-76922600 39121000
-76922737 39099396
-76922777 39106300
-76922801 39095635
-76922922 39102867
-76923025 39100372
-76923073 39095054
-76923100 39101800
-76923300 39111900
-76923347 39100571
-76923396 39104076
-76923400 39109100
-76923440 39102834
-76923442 39103518
-76923462 39094660
-76923520 39105026
-76923600 39105800
-76923623 39098675
-76923800 39109600
-76923898 39100869
-76923900 39106700
-76923994 39103404
-76924015 39099402
-76924300 39087800
-76924400 39108100
-76924439 39095537
-76924550 39104195
-76924571 39103951
-76924739 39098139
-76924815 39102433
-76924819 39099052
-76925025 39102118
-76925234 39098144
-76925366 39101813
-76925403 39101926
-76925477 39104290
-76925520 39099195
-76925700 39084600
-76925767 39101861
-76925829 39134142
-76925953 39105428
-76926014 39102002
-76926076 39101779
-76926138 39100329
-76926170 39124981
-76926199 39101434
-76926221 39104367
-76926400 39122000
-76926468 39100676
-76926762 39103820
-76926900 39122200
-76927066 39099602
-76927066 39103581
-76927100 39112200
-76927300 39111300
-76927300 39111700
-76927334 39105317
-76927354 39106247
-76927458 39100586
-76927500 39078500
-76927500 39122600
-76927700 39111900
-76927700 39112200
-76927700 39112600
-76927726 39105473
-76927800 39093500
-76927800 39094900
-76927800 39113100
-76927800 39113500
-76927813 39099377
-76927849 39104302
-76927900 39138100
-76928000 39113900
-76928076 39103884
-76928097 39104377
-76928400 39094600
-76928553 39092016
-76928800 39111900
-76928800 39112200
-76928800 39112600
-76928800 39113100
-76928800 39113500
-76928800 39113900
-76928900 39097300
-76929000 39076600
-76929000 39094200
-76929109 39093174
