0.55793 0.82988
0.51536 0.85698
0.97411 0.22607
0.8124 0.5831
0.75833 -0.65187
-0.78546 0.61891
0.99038 -0.1384
-0.91517 0.40306
-0.88917 0.45758
-0.30883 -0.95112
0.54089 0.84109
-0.49498 -0.8689
0.27049 0.96272
-0.14887 0.98886
0.99171 -0.12848
0.97457 -0.22408
0.21238 -0.97719
0.62985 0.77672
0.94753 -0.31968
0.80875 -0.58815
-0.3419 -0.93973
0.99786 -0.065407
-0.79357 0.60848
0.88413 -0.46724
0.37089 0.92868
-0.86294 -0.50531
-0.98603 -0.1666
-0.65257 0.75773
-0.67029 0.7421
-0.56675 0.82389
0.92303 -0.38473
-0.39627 -0.91814
0.00022518 1
-0.52468 -0.8513
-0.99998 -0.0058016
-0.58265 -0.81272
0.94318 -0.33227
-0.16597 -0.98613
-0.31268 -0.94986
0.91337 -0.40714
-0.30179 0.95337
0.89643 -0.44319
0.9483 -0.31738
-0.8654 0.50107
0.81685 0.57685
0.68958 0.72421
0.61565 0.78802
-0.56615 -0.8243
-0.79379 0.6082
0.23467 -0.97208
-0.84276 0.53829
-0.47246 -0.88135
-0.79806 -0.60258
-0.73844 -0.67432
0.53472 0.84503
-0.079171 0.99686
0.435 -0.90043
0.90018 -0.43552
0.87298 -0.48776
0.96187 -0.27352
0.73652 0.67641
-0.01123 -0.99994
-0.020968 -0.99978
-0.55778 -0.82999
0.40681 -0.91351
-0.91342 0.40702
0.36994 0.92905
-0.99769 -0.067871
0.86892 -0.49495
0.57926 0.81514
-0.52104 0.85354
0.94985 -0.3127
0.54131 0.84082
-0.95725 0.28927
0.0021956 1
0.62783 -0.77835
-0.8193 0.57336
-0.48504 0.87449
-0.065939 0.99782
0.45559 0.89019
-0.15537 0.98786
-0.16573 0.98617
-0.9975 -0.070694
0.99911 0.042199
-0.43536 0.90026
-0.059215 -0.99825
-0.3968 0.91791
-0.053762 0.99855
-0.61373 0.78952
-0.44238 0.89683
-0.73148 0.68186
0.98704 0.16045
-0.65574 0.75499
-0.75275 0.65831
0.64417 -0.76488
-0.73876 -0.67397
-0.80302 -0.59596
-0.96101 -0.27653
0.99798 0.063603
-0.46655 -0.8845
0.41201 0.91118
0.36332 0.93167
-0.19241 -0.98131
0.040686 0.99917
-0.48207 -0.87613
0.60974 -0.7926
-0.84992 0.52692
0.63062 -0.77609
0.9866 0.16318
0.98858 -0.1507
-0.063798 0.99796
-0.43799 -0.89898
0.9987 0.050983
-0.72147 0.69245
0.74131 -0.67116
0.94577 -0.32485
0.45845 0.88872
-0.98061 -0.19599
0.013474 -0.99991
0.62886 0.77752
-0.81941 -0.57321
-0.097077 -0.99528
-0.8237 -0.56703
-0.33271 -0.94303
0.98593 0.16716
-0.32902 0.94432
0.22464 0.97444
-0.18283 0.98314
0.89353 0.449
-0.35649 -0.9343
-0.62661 0.77933
0.99965 0.026273
-0.57172 -0.82045
-0.01182 0.99993
-0.97364 0.22809
0.37511 -0.92698
0.062008 0.99808
-0.99353 -0.11353
-0.91921 0.39376
0.52914 0.84853
-0.79432 -0.60749
-0.76571 -0.64318
0.030559 0.99953
0.99601 0.089282
-0.9476 -0.31944
0.97745 0.21116
-0.92784 0.37298
-0.13306 -0.99111
-0.3979 -0.91743
-0.74758 -0.66418
-0.99098 -0.13404
-0.68137 0.73194
-0.58964 -0.80767
0.99478 -0.102
-0.84289 0.53808
0.11738 0.99309
-0.075058 0.99718
0.9973 0.07339
-0.97291 0.2312
-0.5323 0.84656
0.34571 0.93834
0.094563 0.99552
0.91284 -0.40831
-0.10479 0.99449
0.09024 -0.99592
-0.9831 0.18306
0.80106 0.59858
-0.18048 -0.98358
0.036899 -0.99932
-0.74994 0.66151
-0.17958 -0.98374
-0.93371 -0.35804
-0.17236 0.98503
0.74164 -0.6708
-0.80606 -0.59184
-0.64542 -0.76383
0.99999 -0.0041804
-0.93536 -0.35369
-0.21074 0.97754
-0.97113 -0.23856
0.39357 0.91929
0.69868 0.71543
0.65172 0.75846
0.99969 0.024754
-0.62731 0.77877
-0.1369 0.99059
0.26521 0.96419
-0.94185 0.33602
0.738 0.6748
0.86221 -0.50655
-0.99918 0.040438
-0.44178 0.89712
-0.87692 -0.48063
0.75672 -0.65374
0.5597 -0.82869
-0.66297 0.74865
0.15302 0.98822
0.074419 0.99723
-0.86987 -0.49329
-0.97473 -0.22339
0.75551 0.65514
-0.012317 -0.99992
-0.6073 0.79447
-0.73434 0.67879
0.8864 -0.46292
0.2137 -0.9769
-0.42782 -0.90386
0.64085 0.76766
-0.35633 -0.93436
-0.78656 0.61752
0.60783 0.79407
0.77586 0.6309
0.38714 -0.92202
-0.34972 0.93686
0.23894 0.97103
-0.83202 0.55475
-0.52684 -0.84996
-0.73263 0.68063
-0.47035 -0.88248
-0.6934 -0.72055
-0.41048 0.91187
0.99937 0.035477
-0.37022 0.92895
-0.30498 0.95236
-0.25771 -0.96622
-0.54843 0.8362
0.066715 -0.99777
-0.98486 -0.17335
-0.9919 -0.127
0.78434 0.62034
-0.15861 0.98734
-0.93687 -0.34968
-0.7265 0.68717
-0.62819 0.77806
0.8438 0.53665
-0.87189 -0.4897
-0.85027 0.52635
-0.3746 0.92718
0.47296 0.88108
-0.82472 -0.56554
0.98375 0.17954
-0.84622 -0.53284
-0.53586 0.8443
-0.21228 0.97721
-0.98572 0.16839
0.99881 -0.048815
0.478 0.87836
-0.85082 0.52546
0.59553 0.80333
-0.39288 0.91959
-0.67845 0.73464
-0.98947 0.14473
0.745 -0.66707
0.715 0.69912
-0.63063 0.77609
0.094864 0.99549
-0.92258 -0.3858
0.49018 0.87162
0.99183 -0.12756
-0.58278 0.81263
0.89527 0.44552
-0.99601 0.08926
-0.99668 0.081466
-0.11816 0.993
-0.99989 -0.014964
-0.56657 -0.82401
-0.61425 -0.78911
0.99966 0.025943
-0.175 0.98457
-0.99453 0.10441
0.76938 0.63879
0.29618 -0.95513
0.094902 0.99549
0.86594 -0.50014
-0.32146 0.94692
-0.50774 0.86151
0.5691 -0.82227
-0.99968 0.025457
