61608 1.5402e+05
56690 1.4172e+05
42445 1.0611e+05
18560 46400
82911 2.0728e+05
12117 30292
57672 1.4418e+05
32305 80762
84216 2.1054e+05
90760 2.269e+05
92165 2.3041e+05
17507 43768
3166 7915
38669 96672
88334 2.2084e+05
42250 1.0562e+05
84843 2.1211e+05
80500 2.0125e+05
51536 1.2884e+05
7613 19032
10451 26128
69603 1.7401e+05
15528 38820
51356 1.2839e+05
65201 1.63e+05
19336 48340
96469 2.4117e+05
15914 39785
55858 1.3964e+05
43288 1.0822e+05
41549 1.0387e+05
47596 1.1899e+05
49413 1.2353e+05
56448 1.4112e+05
63454 1.5864e+05
38225 95562
49283 1.2321e+05
47408 1.1852e+05
23076 57690
12195 30488
2178 5445
57160 1.429e+05
29517 73792
62591 1.5648e+05
25284 63210
70308 1.7577e+05
76653 1.9163e+05
10948 27370
86130 2.1532e+05
28371 70928
37105 92762
79198 1.98e+05
77865 1.9466e+05
94777 2.3694e+05
88724 2.2181e+05
45893 1.1473e+05
6599 16498
43974 1.0994e+05
47652 1.1913e+05
45446 1.1362e+05
15846 39615
82560 2.064e+05
58510 1.4628e+05
86733 2.1683e+05
58840 1.471e+05
56359 1.409e+05
88370 2.2092e+05
81177 2.0294e+05
78016 1.9504e+05
39016 97540
11262 28155
97537 2.4384e+05
10098 25245
42943 1.0736e+05
8227 20568
30714 76785
73964 1.8491e+05
30981 77452
84445 2.1111e+05
69090 1.7272e+05
62682 1.5670e+05
46241 1.156e+05
28002 70005
11775 29438
75075 1.8769e+05
95994 2.3998e+05
88535 2.2134e+05
67624 1.6906e+05
87916 2.1979e+05
52625 1.3156e+05
30020 75050
78532 1.9633e+05
49980 1.2495e+05
61570 1.5392e+05
23254 58135
24685 61712
69038 1.726e+05
21610 54025
87905 2.1976e+05
51650 1.2912e+05
27860 69650
12665 31662
16869 42172
55893 1.3973e+05
7257 18142
62387 1.5597e+05
78691 1.9673e+05
72032 1.8008e+05
51162 1.2790e+05
23329 58322
6849 17122
59880 1.497e+05
93017 2.3254e+05
8245 20612
86382 2.1596e+05
59701 1.4925e+05
60110 1.5028e+05
69419 1.7355e+05
38469 96172
64241 1.606e+05
76455 1.9114e+05
57598 1.44e+05
96548 2.4137e+05
29207 73018
69003 1.7251e+05
48036 1.2009e+05
22342 55855
85633 2.1408e+05
33965 84912
64872 1.6218e+05
45829 1.1457e+05
5750 14375
60158 1.504e+05
89808 2.2452e+05
10325 25812
27363 68408
79456 1.9864e+05
32896 82240
33234 83085
59202 1.4800e+05
76960 1.924e+05
75316 1.8829e+05
49590 1.2398e+05
45654 1.1414e+05
91923 2.2981e+05
66771 1.6693e+05
10854 27135
52501 1.3125e+05
15531 38828
25278 63195
64205 1.6051e+05
37559 93898
14092 35230
41277 1.0319e+05
16578 41445
17322 43305
96612 2.4153e+05
4563 11408
89927 2.2482e+05
17105 42762
39508 98770
90057 2.2514e+05
11957 29892
89629 2.2407e+05
9300 23250
59514 1.4878e+05
9316 23290
23747 59368
92611 2.3153e+05
49939 1.2485e+05
60743 1.5186e+05
49056 1.2264e+05
15202 38005
12304 30760
81045 2.0261e+05
93851 2.3463e+05
59397 1.4849e+05
18494 46235
79547 1.9887e+05
17982 44955
67405 1.6851e+05
18202 45505
66139 1.6535e+05
17188 42970
6808 17020
53720 1.343e+05
6761 16902
85303 2.1326e+05
72188 1.8047e+05
13633 34082
34765 86912
79111 1.9778e+05
82099 2.0525e+05
45973 1.1493e+05
8364 20910
81992 2.0498e+05
61193 1.5298e+05
59822 1.4956e+05
44898 1.1224e+05
32689 81722
413 1032.5
53581 1.3395e+05
64198 1.605e+05
1240 3100
57579 1.4395e+05
49080 1.227e+05
70686 1.7672e+05
74895 1.8724e+05
30586 76465
40691 1.0173e+05
4379 10948
23941 59852
70738 1.7684e+05
49088 1.2272e+05
29980 74950
72168 1.8042e+05
50500 1.2625e+05
14172 35430
7425 18562
93362 2.3340e+05
98020 2.4505e+05
44903 1.1226e+05
42573 1.0643e+05
9155 22888
54454 1.3614e+05
21590 53975
87666 2.1916e+05
45639 1.141e+05
38053 95132
62143 1.5536e+05
94870 2.3718e+05
75696 1.8924e+05
40662 1.0166e+05
26726 66815
66423 1.6606e+05
76979 1.9245e+05
79861 1.9965e+05
89888 2.2472e+05
10642 26605
71393 1.7848e+05
73580 1.8395e+05
49183 1.2296e+05
47216 1.1804e+05
5696 14240
84314 2.1078e+05
49607 1.2402e+05
91747 2.2937e+05
76617 1.9154e+05
95644 2.3911e+05
92633 2.3158e+05
53551 1.3388e+05
41994 1.0498e+05
87574 2.1894e+05
42794 1.0698e+05
82971 2.0743e+05
50908 1.2727e+05
52082 1.3020e+05
45975 1.1494e+05
60890 1.5222e+05
8505 21262
21438 53595
36563 91408
4511 11278
32737 81842
40981 1.0245e+05
83048 2.0762e+05
83785 2.0946e+05
96630 2.4158e+05
3827 9567.5
45960 1.149e+05
37894 94735
84131 2.1033e+05
8885 22212
47171 1.1793e+05
80383 2.0096e+05
2277 5692.5
27946 69865
7957 19892
10606 26515
54411 1.3603e+05
59050 1.4762e+05
68264 1.7066e+05
38103 95258
57386 1.4346e+05
10354 25885
2457 6142.5
63003 1.5751e+05
36964 92410
98452 2.4613e+05
1353 3382.5
85961 2.149e+05
44785 1.1196e+05
13605 34012
80618 2.0154e+05
49581 1.2395e+05
64468 1.6117e+05
71155 1.7789e+05
82540 2.0635e+05
84620 2.1155e+05
42820 1.0705e+05
38004 95010
16942 42355
62968 1.5742e+05
97627 2.4407e+05
51003 1.2751e+05
68981 1.7245e+05
76872 1.9218e+05
46291 1.1573e+05
95868 2.3967e+05
66792 1.6698e+05
66595 1.6649e+05
56038 1.401e+05
45660 1.1415e+05
95291 2.3823e+05
92760 2.319e+05
34554 86385
37926 94815
7168 17920
48768 1.2192e+05
21260 53150
86820 2.1705e+05
54185 1.3546e+05
70449 1.7612e+05
69485 1.7371e+05
15179 37948
81692 2.0423e+05
11725 29312
9271 23178
57673 1.4418e+05
3714 9285
84403 2.1101e+05
17756 44390
56204 1.4051e+05
56005 1.4001e+05
3371 8427.5
89380 2.2345e+05
9629 24072
55507 1.3877e+05
81674 2.0418e+05
69064 1.7266e+05
80947 2.0237e+05
17423 43558
25464 63660
38043 95108
11740 29350
37387 93468
77803 1.9451e+05
76409 1.9102e+05
83314 2.0828e+05
23029 57572
66672 1.6668e+05
91670 2.2918e+05
57408 1.4352e+05
8222 20555
46824 1.1706e+05
81381 2.0345e+05
30989 77472
87379 2.1845e+05
49104 1.2276e+05
57028 1.4257e+05
20157 50392
87748 2.1937e+05
99046 2.4762e+05
15431 38578
28416 71040
26684 66710
5540 13850
34627 86568
2795 6987.5
33606 84015
86565 2.1641e+05
85529 2.1382e+05
38248 95620
45168 1.1292e+05
70699 1.7675e+05
43575 1.0894e+05
51517 1.2879e+05
30705 76762
26508 66270
13768 34420
83211 2.0803e+05
62718 1.568e+05
64368 1.6092e+05
19138 47845
83752 2.0938e+05
7360 18400
31177 77942
79603 1.9901e+05
71637 1.7909e+05
8681 21702
33254 83135
28626 71565
59890 1.4972e+05
2314 5785
19554 48885
41857 1.0464e+05
46703 1.1676e+05
200 500
26973 67432
22270 55675
23640 59100
71084 1.7771e+05
44965 1.1241e+05
6702 16755
56103 1.4026e+05
61686 1.5422e+05
4147 10368
88831 2.2208e+05
13738 34345
76995 1.9249e+05
31631 79078
74174 1.8544e+05
73088 1.8272e+05
90679 2.267e+05
9740 24350
65063 1.6266e+05
17427 43568
44979 1.1245e+05
39429 98572
88364 2.2091e+05
77145 1.9286e+05
32545 81362
72080 1.802e+05
32804 82010
39443 98608
59114 1.4778e+05
59374 1.4844e+05
73681 1.842e+05
56095 1.4024e+05
68494 1.7124e+05
13519 33798
69116 1.7279e+05
99908 2.4977e+05
22225 55562
21467 53668
94156 2.3539e+05
97649 2.4412e+05
1616 4040
52989 1.3247e+05
41134 1.0284e+05
73474 1.8368e+05
44060 1.1015e+05
88041 2.201e+05
9200 23000
91969 2.2992e+05
31143 77858
13962 34905
52300 1.3075e+05
5875 14688
31148 77870
46423 1.1606e+05
14115 35288
416 1040
74244 1.8561e+05
24496 61240
34698 86745
41742 1.0436e+05
17187 42968
65648 1.6412e+05
93218 2.3304e+05
11291 28228
55141 1.3785e+05
37821 94552
52730 1.3182e+05
37204 93010
41675 1.0419e+05
84817 2.1204e+05
55996 1.3999e+05
20967 52418
86817 2.1704e+05
76811 1.9203e+05
29135 72838
56667 1.4167e+05
12646 31615
30130 75325
63393 1.5848e+05
70390 1.7598e+05
1590 3975
6746 16865
93719 2.343e+05
70499 1.7625e+05
24216 60540
63937 1.5984e+05
47251 1.1813e+05
15720 39300
1246 3115
85635 2.1409e+05
71424 1.7856e+05
17623 44058
10908 27270
60384 1.5096e+05
39004 97510
94803 2.3701e+05
81676 2.0419e+05
10280 25700
24988 62470
71181 1.7795e+05
33342 83355
43301 1.0825e+05
91671 2.2918e+05
15430 38575
21692 54230
62957 1.5739e+05
31641 79102
98499 2.4625e+05
76599 1.915e+05
29473 73682
85553 2.1388e+05
99274 2.4818e+05
33265 83162
72683 1.8171e+05
38994 97485
47606 1.1902e+05
44237 1.1059e+05
58679 1.467e+05
34774 86935
59028 1.4757e+05
36614 91535
98458 2.4614e+05
9108 22770
78407 1.9602e+05
61810 1.5452e+05
35945 89862
21774 54435
42043 1.0511e+05
42920 1.073e+05
95125 2.3781e+05
39029 97572
10859 27148
43111 1.0778e+05
55311 1.3828e+05
1324 3310
46230 1.1558e+05
63929 1.5982e+05
24828 62070
78923 1.9731e+05
12413 31032
50143 1.2536e+05
93782 2.3446e+05
21413 53532
83386 2.0846e+05
87354 2.1838e+05
74947 1.8737e+05
86652 2.1663e+05
55051 1.3763e+05
23167 57918
25894 64735
73918 1.848e+05
27858 69645
91016 2.2754e+05
70323 1.7581e+05
33634 84085
78589 1.9647e+05
72651 1.8163e+05
69191 1.7298e+05
43138 1.0784e+05
